Question No,Title,Url,Difficulty,Tag
515,Find Largest Value in Each Tree Row,https://leetcode.com/problems/find-largest-value-in-each-tree-row,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
516,Longest Palindromic Subsequence,https://leetcode.com/problems/longest-palindromic-subsequence,Medium,"String, Dynamic Programming"
517,Super Washing Machines,https://leetcode.com/problems/super-washing-machines,Hard,"Array, Greedy"
518,Coin Change 2,https://leetcode.com/problems/coin-change-2,Medium,"Array, Dynamic Programming"
519,Random Flip Matrix,https://leetcode.com/problems/random-flip-matrix,Medium,"Hash Table, Math, Reservoir Sampling, Randomized"
520,Detect Capital,https://leetcode.com/problems/detect-capital,Easy,String
521,Longest Uncommon Subsequence I,https://leetcode.com/problems/longest-uncommon-subsequence-i,Easy,String
522,Longest Uncommon Subsequence II,https://leetcode.com/problems/longest-uncommon-subsequence-ii,Medium,"Array, Hash Table, Two Pointers, String, Sorting"
523,Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum,Medium,"Array, Hash Table, Math, Prefix Sum"
524,Longest Word in Dictionary through Deleting,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting,Medium,"Array, Two Pointers, String, Sorting"
525,Contiguous Array,https://leetcode.com/problems/contiguous-array,Medium,"Array, Hash Table, Prefix Sum"
526,Beautiful Arrangement,https://leetcode.com/problems/beautiful-arrangement,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
527,Word Abbreviation,https://leetcode.com/problems/word-abbreviation,Hard,"Array, String, Greedy, Trie, Sorting"
528,Random Pick with Weight,https://leetcode.com/problems/random-pick-with-weight,Medium,"Math, Binary Search, Prefix Sum, Randomized"
529,Minesweeper,https://leetcode.com/problems/minesweeper,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix"
530,Minimum Absolute Difference in BST,https://leetcode.com/problems/minimum-absolute-difference-in-bst,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
531,Lonely Pixel I,https://leetcode.com/problems/lonely-pixel-i,Medium,"Array, Hash Table, Matrix"
532,K-diff Pairs in an Array,https://leetcode.com/problems/k-diff-pairs-in-an-array,Medium,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
533,Lonely Pixel II,https://leetcode.com/problems/lonely-pixel-ii,Medium,"Array, Hash Table, Matrix"
534,Game Play Analysis III,https://leetcode.com/problems/game-play-analysis-iii,Medium,Database
535,Encode and Decode TinyURL,https://leetcode.com/problems/encode-and-decode-tinyurl,Medium,"Hash Table, String, Design, Hash Function"
536,Construct Binary Tree from String,https://leetcode.com/problems/construct-binary-tree-from-string,Medium,"String, Tree, Depth-First Search, Binary Tree"
537,Complex Number Multiplication,https://leetcode.com/problems/complex-number-multiplication,Medium,"Math, String, Simulation"
538,Convert BST to Greater Tree,https://leetcode.com/problems/convert-bst-to-greater-tree,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
539,Minimum Time Difference,https://leetcode.com/problems/minimum-time-difference,Medium,"Array, Math, String, Sorting"
540,Single Element in a Sorted Array,https://leetcode.com/problems/single-element-in-a-sorted-array,Medium,"Array, Binary Search"
541,Reverse String II,https://leetcode.com/problems/reverse-string-ii,Easy,"Two Pointers, String"
542,01 Matrix,https://leetcode.com/problems/01-matrix,Medium,"Array, Dynamic Programming, Breadth-First Search, Matrix"
543,Diameter of Binary Tree,https://leetcode.com/problems/diameter-of-binary-tree,Easy,"Tree, Depth-First Search, Binary Tree"
544,Output Contest Matches,https://leetcode.com/problems/output-contest-matches,Medium,"String, Recursion, Simulation"
545,Boundary of Binary Tree,https://leetcode.com/problems/boundary-of-binary-tree,Medium,"Tree, Depth-First Search, Binary Tree"
546,Remove Boxes,https://leetcode.com/problems/remove-boxes,Hard,"Array, Dynamic Programming, Memoization"
547,Number of Provinces,https://leetcode.com/problems/number-of-provinces,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
548,Split Array with Equal Sum,https://leetcode.com/problems/split-array-with-equal-sum,Hard,"Array, Prefix Sum"
549,Binary Tree Longest Consecutive Sequence II,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii,Medium,"Tree, Depth-First Search, Binary Tree"
550,Game Play Analysis IV,https://leetcode.com/problems/game-play-analysis-iv,Medium,Database
551,Student Attendance Record I,https://leetcode.com/problems/student-attendance-record-i,Easy,String
552,Student Attendance Record II,https://leetcode.com/problems/student-attendance-record-ii,Hard,Dynamic Programming
553,Optimal Division,https://leetcode.com/problems/optimal-division,Medium,"Array, Math, Dynamic Programming"
554,Brick Wall,https://leetcode.com/problems/brick-wall,Medium,"Array, Hash Table"
555,Split Concatenated Strings,https://leetcode.com/problems/split-concatenated-strings,Medium,"Array, String, Greedy"
556,Next Greater Element III,https://leetcode.com/problems/next-greater-element-iii,Medium,"Math, Two Pointers, String"
557,Reverse Words in a String III,https://leetcode.com/problems/reverse-words-in-a-string-iii,Easy,"Two Pointers, String"
558,Logical OR of Two Binary Grids Represented as Quad-Trees,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees,Medium,"Divide and Conquer, Tree"
559,Maximum Depth of N-ary Tree,https://leetcode.com/problems/maximum-depth-of-n-ary-tree,Easy,"Tree, Depth-First Search, Breadth-First Search"
560,Subarray Sum Equals K,https://leetcode.com/problems/subarray-sum-equals-k,Medium,"Array, Hash Table, Prefix Sum"
561,Array Partition I,https://leetcode.com/problems/array-partition-i,Easy,"Array, Greedy, Sorting, Counting Sort"
562,Longest Line of Consecutive One in Matrix,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix,Medium,"Array, Dynamic Programming, Matrix"
563,Binary Tree Tilt,https://leetcode.com/problems/binary-tree-tilt,Easy,"Tree, Depth-First Search, Binary Tree"
564,Find the Closest Palindrome,https://leetcode.com/problems/find-the-closest-palindrome,Hard,"Math, String"
565,Array Nesting,https://leetcode.com/problems/array-nesting,Medium,"Array, Depth-First Search"
566,Reshape the Matrix,https://leetcode.com/problems/reshape-the-matrix,Easy,"Array, Matrix, Simulation"
567,Permutation in String,https://leetcode.com/problems/permutation-in-string,Medium,"Hash Table, Two Pointers, String, Sliding Window"
568,Maximum Vacation Days,https://leetcode.com/problems/maximum-vacation-days,Hard,"Array, Dynamic Programming, Matrix"
569,Median Employee Salary,https://leetcode.com/problems/median-employee-salary,Hard,Database
570,Managers with at Least 5 Direct Reports,https://leetcode.com/problems/managers-with-at-least-5-direct-reports,Medium,Database
571,Find Median Given Frequency of Numbers,https://leetcode.com/problems/find-median-given-frequency-of-numbers,Hard,Database
572,Subtree of Another Tree,https://leetcode.com/problems/subtree-of-another-tree,Easy,"Tree, Depth-First Search, String Matching, Binary Tree, Hash Function"
573,Squirrel Simulation,https://leetcode.com/problems/squirrel-simulation,Medium,"Array, Math"
574,Winning Candidate,https://leetcode.com/problems/winning-candidate,Medium,Database
575,Distribute Candies,https://leetcode.com/problems/distribute-candies,Easy,"Array, Hash Table"
576,Out of Boundary Paths,https://leetcode.com/problems/out-of-boundary-paths,Medium,Dynamic Programming
577,Employee Bonus,https://leetcode.com/problems/employee-bonus,Easy,Database
578,Get Highest Answer Rate Question,https://leetcode.com/problems/get-highest-answer-rate-question,Medium,Database
579,Find Cumulative Salary of an Employee,https://leetcode.com/problems/find-cumulative-salary-of-an-employee,Hard,Database
580,Count Student Number in Departments,https://leetcode.com/problems/count-student-number-in-departments,Medium,Database
581,Shortest Unsorted Continuous Subarray,https://leetcode.com/problems/shortest-unsorted-continuous-subarray,Medium,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack"
582,Kill Process,https://leetcode.com/problems/kill-process,Medium,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search"
583,Delete Operation for Two Strings,https://leetcode.com/problems/delete-operation-for-two-strings,Medium,"String, Dynamic Programming"
584,Find Customer Referee,https://leetcode.com/problems/find-customer-referee,Easy,Database
585,Investments in 2016,https://leetcode.com/problems/investments-in-2016,Medium,Database
586,Customer Placing the Largest Number of Orders,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders,Easy,Database
587,Erect the Fence,https://leetcode.com/problems/erect-the-fence,Hard,"Array, Math, Geometry"
588,Design In-Memory File System,https://leetcode.com/problems/design-in-memory-file-system,Hard,"Hash Table, String, Design, Trie"
589,N-ary Tree Preorder Traversal,https://leetcode.com/problems/n-ary-tree-preorder-traversal,Easy,"Stack, Tree, Depth-First Search"
590,N-ary Tree Postorder Traversal,https://leetcode.com/problems/n-ary-tree-postorder-traversal,Easy,"Stack, Tree, Depth-First Search"
591,Tag Validator,https://leetcode.com/problems/tag-validator,Hard,"String, Stack"
592,Fraction Addition and Subtraction,https://leetcode.com/problems/fraction-addition-and-subtraction,Medium,"Math, String, Simulation"
593,Valid Square,https://leetcode.com/problems/valid-square,Medium,"Math, Geometry"
594,Longest Harmonious Subsequence,https://leetcode.com/problems/longest-harmonious-subsequence,Easy,"Array, Hash Table, Sorting"
595,Big Countries,https://leetcode.com/problems/big-countries,Easy,Database
596,Classes More Than 5 Students,https://leetcode.com/problems/classes-more-than-5-students,Easy,Database
597,Friend Requests I: Overall Acceptance Rate,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate,Easy,Database
598,Range Addition II,https://leetcode.com/problems/range-addition-ii,Easy,"Array, Math"
599,Minimum Index Sum of Two Lists,https://leetcode.com/problems/minimum-index-sum-of-two-lists,Easy,"Array, Hash Table, String"
600,Non-negative Integers without Consecutive Ones,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones,Hard,Dynamic Programming
601,Human Traffic of Stadium,https://leetcode.com/problems/human-traffic-of-stadium,Hard,Database
602,Friend Requests II: Who Has the Most Friends,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends,Medium,Database
603,Consecutive Available Seats,https://leetcode.com/problems/consecutive-available-seats,Easy,Database
604,Design Compressed String Iterator,https://leetcode.com/problems/design-compressed-string-iterator,Easy,"Array, Hash Table, String, Design, Iterator"
605,Can Place Flowers,https://leetcode.com/problems/can-place-flowers,Easy,"Array, Greedy"
606,Construct String from Binary Tree,https://leetcode.com/problems/construct-string-from-binary-tree,Easy,"String, Tree, Depth-First Search, Binary Tree"
607,Sales Person,https://leetcode.com/problems/sales-person,Easy,Database
608,Tree Node,https://leetcode.com/problems/tree-node,Medium,Database
609,Find Duplicate File in System,https://leetcode.com/problems/find-duplicate-file-in-system,Medium,"Array, Hash Table, String"
610,Triangle Judgement,https://leetcode.com/problems/triangle-judgement,Easy,Database
611,Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number,Medium,"Array, Two Pointers, Binary Search, Greedy, Sorting"
612,Shortest Distance in a Plane,https://leetcode.com/problems/shortest-distance-in-a-plane,Medium,Database
613,Shortest Distance in a Line,https://leetcode.com/problems/shortest-distance-in-a-line,Easy,Database
614,Second Degree Follower,https://leetcode.com/problems/second-degree-follower,Medium,Database
615,Average Salary: Departments VS Company,https://leetcode.com/problems/average-salary-departments-vs-company,Hard,Database
616,Add Bold Tag in String,https://leetcode.com/problems/add-bold-tag-in-string,Medium,"Array, Hash Table, String, Trie, String Matching"
617,Merge Two Binary Trees,https://leetcode.com/problems/merge-two-binary-trees,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
618,Students Report By Geography,https://leetcode.com/problems/students-report-by-geography,Hard,Database
619,Biggest Single Number,https://leetcode.com/problems/biggest-single-number,Easy,Database
620,Not Boring Movies,https://leetcode.com/problems/not-boring-movies,Easy,Database
621,Task Scheduler,https://leetcode.com/problems/task-scheduler,Medium,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
622,Design Circular Queue,https://leetcode.com/problems/design-circular-queue,Medium,"Array, Linked List, Design, Queue"
623,Add One Row to Tree,https://leetcode.com/problems/add-one-row-to-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
624,Maximum Distance in Arrays,https://leetcode.com/problems/maximum-distance-in-arrays,Medium,"Array, Greedy"
625,Minimum Factorization,https://leetcode.com/problems/minimum-factorization,Medium,"Math, Greedy"
626,Exchange Seats,https://leetcode.com/problems/exchange-seats,Medium,Database
627,Swap Salary,https://leetcode.com/problems/swap-salary,Easy,Database
628,Maximum Product of Three Numbers,https://leetcode.com/problems/maximum-product-of-three-numbers,Easy,"Array, Math, Sorting"
629,K Inverse Pairs Array,https://leetcode.com/problems/k-inverse-pairs-array,Hard,Dynamic Programming
630,Course Schedule III,https://leetcode.com/problems/course-schedule-iii,Hard,"Array, Greedy, Heap (Priority Queue)"
631,Design Excel Sum Formula,https://leetcode.com/problems/design-excel-sum-formula,Hard,"Graph, Design, Topological Sort"
632,Smallest Range Covering Elements from K Lists,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,Hard,"Array, Hash Table, Greedy, Sliding Window, Sorting, Heap (Priority Queue)"
633,Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers,Medium,"Math, Two Pointers, Binary Search"
634,Find the Derangement of An Array,https://leetcode.com/problems/find-the-derangement-of-an-array,Medium,"Math, Dynamic Programming"
635,Design Log Storage System,https://leetcode.com/problems/design-log-storage-system,Medium,"Hash Table, String, Design, Ordered Set"
636,Exclusive Time of Functions,https://leetcode.com/problems/exclusive-time-of-functions,Medium,"Array, Stack"
637,Average of Levels in Binary Tree,https://leetcode.com/problems/average-of-levels-in-binary-tree,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
638,Shopping Offers,https://leetcode.com/problems/shopping-offers,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask"
639,Decode Ways II,https://leetcode.com/problems/decode-ways-ii,Hard,"String, Dynamic Programming"
640,Solve the Equation,https://leetcode.com/problems/solve-the-equation,Medium,"Math, String, Simulation"
641,Design Circular Deque,https://leetcode.com/problems/design-circular-deque,Medium,"Array, Linked List, Design, Queue"
642,Design Search Autocomplete System,https://leetcode.com/problems/design-search-autocomplete-system,Hard,"String, Design, Trie, Data Stream"
643,Maximum Average Subarray I,https://leetcode.com/problems/maximum-average-subarray-i,Easy,"Array, Sliding Window"
644,Maximum Average Subarray II,https://leetcode.com/problems/maximum-average-subarray-ii,Hard,"Array, Binary Search"
645,Set Mismatch,https://leetcode.com/problems/set-mismatch,Easy,"Array, Hash Table, Bit Manipulation, Sorting"
646,Maximum Length of Pair Chain,https://leetcode.com/problems/maximum-length-of-pair-chain,Medium,"Array, Dynamic Programming, Greedy, Sorting"
647,Palindromic Substrings,https://leetcode.com/problems/palindromic-substrings,Medium,"String, Dynamic Programming"
648,Replace Words,https://leetcode.com/problems/replace-words,Medium,"Array, Hash Table, String, Trie"
649,Dota2 Senate,https://leetcode.com/problems/dota2-senate,Medium,"String, Greedy, Queue"
650,2 Keys Keyboard,https://leetcode.com/problems/2-keys-keyboard,Medium,"Math, Dynamic Programming"
651,4 Keys Keyboard,https://leetcode.com/problems/4-keys-keyboard,Medium,"Math, Dynamic Programming"
652,Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
653,Two Sum IV - Input is a BST,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,Easy,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
654,Maximum Binary Tree,https://leetcode.com/problems/maximum-binary-tree,Medium,"Array, Divide and Conquer, Stack, Tree, Monotonic Stack, Binary Tree"
655,Print Binary Tree,https://leetcode.com/problems/print-binary-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
656,Coin Path,https://leetcode.com/problems/coin-path,Hard,"Array, Dynamic Programming"
657,Robot Return to Origin,https://leetcode.com/problems/robot-return-to-origin,Easy,"String, Simulation"
658,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements,Medium,"Array, Two Pointers, Binary Search, Sorting, Heap (Priority Queue)"
659,Split Array into Consecutive Subsequences,https://leetcode.com/problems/split-array-into-consecutive-subsequences,Medium,"Array, Hash Table, Greedy, Heap (Priority Queue)"
660,Remove 9,https://leetcode.com/problems/remove-9,Hard,Math
661,Image Smoother,https://leetcode.com/problems/image-smoother,Easy,"Array, Matrix"
662,Maximum Width of Binary Tree,https://leetcode.com/problems/maximum-width-of-binary-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
663,Equal Tree Partition,https://leetcode.com/problems/equal-tree-partition,Medium,"Tree, Depth-First Search, Binary Tree"
664,Strange Printer,https://leetcode.com/problems/strange-printer,Hard,"String, Dynamic Programming"
665,Non-decreasing Array,https://leetcode.com/problems/non-decreasing-array,Medium,Array
666,Path Sum IV,https://leetcode.com/problems/path-sum-iv,Medium,"Array, Tree, Depth-First Search, Binary Tree"
667,Beautiful Arrangement II,https://leetcode.com/problems/beautiful-arrangement-ii,Medium,"Array, Math"
668,Kth Smallest Number in Multiplication Table,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,Hard,Binary Search
669,Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
670,Maximum Swap,https://leetcode.com/problems/maximum-swap,Medium,"Math, Greedy"
671,Second Minimum Node In a Binary Tree,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,Easy,"Tree, Depth-First Search, Binary Tree"
672,Bulb Switcher II,https://leetcode.com/problems/bulb-switcher-ii,Medium,"Math, Bit Manipulation, Depth-First Search, Breadth-First Search"
673,Number of Longest Increasing Subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence,Medium,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree"
674,Longest Continuous Increasing Subsequence,https://leetcode.com/problems/longest-continuous-increasing-subsequence,Easy,Array
675,Cut Off Trees for Golf Event,https://leetcode.com/problems/cut-off-trees-for-golf-event,Hard,"Array, Breadth-First Search, Heap (Priority Queue), Matrix"
676,Implement Magic Dictionary,https://leetcode.com/problems/implement-magic-dictionary,Medium,"Hash Table, String, Design, Trie"
677,Map Sum Pairs,https://leetcode.com/problems/map-sum-pairs,Medium,"Hash Table, String, Design, Trie"
678,Valid Parenthesis String,https://leetcode.com/problems/valid-parenthesis-string,Medium,"String, Dynamic Programming, Stack, Greedy"
679,24 Game,https://leetcode.com/problems/24-game,Hard,"Array, Math, Backtracking"
680,Valid Palindrome II,https://leetcode.com/problems/valid-palindrome-ii,Easy,"Two Pointers, String, Greedy"
681,Next Closest Time,https://leetcode.com/problems/next-closest-time,Medium,"String, Enumeration"
682,Baseball Game,https://leetcode.com/problems/baseball-game,Easy,"Array, Stack, Simulation"
683,K Empty Slots,https://leetcode.com/problems/k-empty-slots,Hard,"Array, Binary Indexed Tree, Sliding Window, Ordered Set"
684,Redundant Connection,https://leetcode.com/problems/redundant-connection,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
685,Redundant Connection II,https://leetcode.com/problems/redundant-connection-ii,Hard,"Depth-First Search, Breadth-First Search, Union Find, Graph"
686,Repeated String Match,https://leetcode.com/problems/repeated-string-match,Medium,"String, String Matching"
687,Longest Univalue Path,https://leetcode.com/problems/longest-univalue-path,Medium,"Tree, Depth-First Search, Binary Tree"
688,Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard,Medium,Dynamic Programming
689,Maximum Sum of 3 Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays,Hard,"Array, Dynamic Programming"
690,Employee Importance,https://leetcode.com/problems/employee-importance,Medium,"Hash Table, Depth-First Search, Breadth-First Search"
691,Stickers to Spell Word,https://leetcode.com/problems/stickers-to-spell-word,Hard,"Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
692,Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words,Medium,"Hash Table, String, Trie, Sorting, Heap (Priority Queue), Bucket Sort, Counting"
693,Binary Number with Alternating Bits,https://leetcode.com/problems/binary-number-with-alternating-bits,Easy,Bit Manipulation
694,Number of Distinct Islands,https://leetcode.com/problems/number-of-distinct-islands,Medium,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function"
695,Max Area of Island,https://leetcode.com/problems/max-area-of-island,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
696,Count Binary Substrings,https://leetcode.com/problems/count-binary-substrings,Easy,"Two Pointers, String"
697,Degree of an Array,https://leetcode.com/problems/degree-of-an-array,Easy,"Array, Hash Table"
698,Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask"
699,Falling Squares,https://leetcode.com/problems/falling-squares,Hard,"Array, Segment Tree, Ordered Set"
700,Search in a Binary Search Tree,https://leetcode.com/problems/search-in-a-binary-search-tree,Easy,"Tree, Binary Search Tree, Binary Tree"
701,Insert into a Binary Search Tree,https://leetcode.com/problems/insert-into-a-binary-search-tree,Medium,"Tree, Binary Search Tree, Binary Tree"
702,Search in a Sorted Array of Unknown Size,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size,Medium,"Array, Binary Search, Interactive"
703,Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream,Easy,"Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream"
704,Binary Search,https://leetcode.com/problems/binary-search,Easy,"Array, Binary Search"
705,Design HashSet,https://leetcode.com/problems/design-hashset,Easy,"Array, Hash Table, Linked List, Design, Hash Function"
706,Design HashMap,https://leetcode.com/problems/design-hashmap,Easy,"Array, Hash Table, Linked List, Design, Hash Function"
707,Design Linked List,https://leetcode.com/problems/design-linked-list,Medium,"Linked List, Design"
708,Insert into a Sorted Circular Linked List,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list,Medium,Linked List
709,To Lower Case,https://leetcode.com/problems/to-lower-case,Easy,String
710,Random Pick with Blacklist,https://leetcode.com/problems/random-pick-with-blacklist,Hard,"Hash Table, Math, Binary Search, Sorting, Randomized"
711,Number of Distinct Islands II,https://leetcode.com/problems/number-of-distinct-islands-ii,Hard,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function"
712,Minimum ASCII Delete Sum for Two Strings,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings,Medium,"String, Dynamic Programming"
713,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k,Medium,"Array, Sliding Window"
714,Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,Medium,"Array, Dynamic Programming, Greedy"
715,Range Module,https://leetcode.com/problems/range-module,Hard,"Design, Segment Tree, Ordered Set"
716,Max Stack,https://leetcode.com/problems/max-stack,Easy,"Linked List, Stack, Design, Doubly-Linked List, Ordered Set"
717,1-bit and 2-bit Characters,https://leetcode.com/problems/1-bit-and-2-bit-characters,Easy,Array
718,Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray,Medium,"Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function"
719,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance,Hard,"Array, Two Pointers, Binary Search, Sorting"
720,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary,Medium,"Array, Hash Table, String, Trie, Sorting"
721,Accounts Merge,https://leetcode.com/problems/accounts-merge,Medium,"Array, String, Depth-First Search, Breadth-First Search, Union Find"
722,Remove Comments,https://leetcode.com/problems/remove-comments,Medium,"Array, String"
723,Candy Crush,https://leetcode.com/problems/candy-crush,Medium,"Array, Two Pointers, Matrix, Simulation"
724,Find Pivot Index,https://leetcode.com/problems/find-pivot-index,Easy,"Array, Prefix Sum"
725,Split Linked List in Parts,https://leetcode.com/problems/split-linked-list-in-parts,Medium,Linked List
726,Number of Atoms,https://leetcode.com/problems/number-of-atoms,Hard,"Hash Table, String, Stack, Sorting"
727,Minimum Window Subsequence,https://leetcode.com/problems/minimum-window-subsequence,Hard,"String, Dynamic Programming, Sliding Window"
728,Self Dividing Numbers,https://leetcode.com/problems/self-dividing-numbers,Easy,Math
729,My Calendar I,https://leetcode.com/problems/my-calendar-i,Medium,"Design, Segment Tree, Ordered Set"
730,Count Different Palindromic Subsequences,https://leetcode.com/problems/count-different-palindromic-subsequences,Hard,"String, Dynamic Programming"
731,My Calendar II,https://leetcode.com/problems/my-calendar-ii,Medium,"Design, Segment Tree, Ordered Set"
732,My Calendar III,https://leetcode.com/problems/my-calendar-iii,Hard,"Design, Segment Tree, Ordered Set"
733,Flood Fill,https://leetcode.com/problems/flood-fill,Easy,"Array, Depth-First Search, Breadth-First Search, Matrix"
734,Sentence Similarity,https://leetcode.com/problems/sentence-similarity,Easy,"Array, Hash Table, String"
735,Asteroid Collision,https://leetcode.com/problems/asteroid-collision,Medium,"Array, Stack"
736,Parse Lisp Expression,https://leetcode.com/problems/parse-lisp-expression,Hard,"Hash Table, String, Stack, Recursion"
737,Sentence Similarity II,https://leetcode.com/problems/sentence-similarity-ii,Medium,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find"
738,Monotone Increasing Digits,https://leetcode.com/problems/monotone-increasing-digits,Medium,"Math, Greedy"
739,Daily Temperatures,https://leetcode.com/problems/daily-temperatures,Medium,"Array, Stack, Monotonic Stack"
740,Delete and Earn,https://leetcode.com/problems/delete-and-earn,Medium,"Array, Hash Table, Dynamic Programming"
741,Cherry Pickup,https://leetcode.com/problems/cherry-pickup,Hard,"Array, Dynamic Programming, Matrix"
742,Closest Leaf in a Binary Tree,https://leetcode.com/problems/closest-leaf-in-a-binary-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
743,Network Delay Time,https://leetcode.com/problems/network-delay-time,Medium,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
744,Find Smallest Letter Greater Than Target,https://leetcode.com/problems/find-smallest-letter-greater-than-target,Easy,"Array, Binary Search"
745,Prefix and Suffix Search,https://leetcode.com/problems/prefix-and-suffix-search,Hard,"String, Design, Trie"
746,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs,Easy,"Array, Dynamic Programming"
747,Largest Number At Least Twice of Others,https://leetcode.com/problems/largest-number-at-least-twice-of-others,Easy,"Array, Sorting"
748,Shortest Completing Word,https://leetcode.com/problems/shortest-completing-word,Easy,"Array, Hash Table, String"
749,Contain Virus,https://leetcode.com/problems/contain-virus,Hard,"Array, Depth-First Search, Breadth-First Search, Matrix, Simulation"
750,Number Of Corner Rectangles,https://leetcode.com/problems/number-of-corner-rectangles,Medium,"Array, Math, Dynamic Programming, Matrix"
751,IP to CIDR,https://leetcode.com/problems/ip-to-cidr,Medium,"String, Bit Manipulation"
752,Open the Lock,https://leetcode.com/problems/open-the-lock,Medium,"Array, Hash Table, String, Breadth-First Search"
753,Cracking the Safe,https://leetcode.com/problems/cracking-the-safe,Hard,"Depth-First Search, Graph, Eulerian Circuit"
754,Reach a Number,https://leetcode.com/problems/reach-a-number,Medium,"Math, Binary Search"
755,Pour Water,https://leetcode.com/problems/pour-water,Medium,"Array, Simulation"
756,Pyramid Transition Matrix,https://leetcode.com/problems/pyramid-transition-matrix,Medium,"Bit Manipulation, Depth-First Search, Breadth-First Search"
757,Set Intersection Size At Least Two,https://leetcode.com/problems/set-intersection-size-at-least-two,Hard,"Array, Greedy, Sorting"
758,Bold Words in String,https://leetcode.com/problems/bold-words-in-string,Medium,"Array, Hash Table, String, Trie, String Matching"
759,Employee Free Time,https://leetcode.com/problems/employee-free-time,Hard,"Array, Sorting, Heap (Priority Queue)"
760,Find Anagram Mappings,https://leetcode.com/problems/find-anagram-mappings,Easy,"Array, Hash Table"
